_id,lang,tln,cc,loc,p,tlt,plt,t,cr/$date,acr/$date,pln,flrs,f,uid
907538382405980161,en,75.06272,IN,manila,1wwwewewert,12.67467,12.67467,"RT @PhilippineStar: LOOK: Heavy downpour brought by tropical storm #MaringPH caused floods in España, Manila. https://t.co/pTjnjrXURe",2017-09-12T04:06:26.000Z,2010-11-08T02:52:43.000Z,75.06272,35,1e222211,213207070
907541577311993857,en,77.30195,IN,north east,1wwwewewert,28.6869,28.6869,"RT @NamoApp: Narendra Modi sanctions Rs 100 cr for action plan to tackle recurrent floods in North East
https://t.co/dVGEkAlJIw https://t.c…",2017-09-12T04:19:07.000Z,2015-11-01T02:33:17.000Z,77.30195,2928,1e222211,4088567898
907542630468395009,en,86.01984,IN,bor,1wwwewewert,25.92411,25.92411,Floods submerge four villages in Bor County. Women and children in desperate need of assistance #SouthSudan… https://t.co/bYgqATzeXN,2017-09-12T04:23:19.000Z,2015-03-24T01:46:41.000Z,86.01984,6491,1e222211,3109694326
907543084380119040,en,76.97021,IN,india,1wwwewewert,22.20775,22.20775,"Of late, several #cities in #India have been hit by #floods. Analysts urge strict checks on #urban land use:… https://t.co/nh2jhYssEL",2017-09-12T04:25:07.000Z,2009-08-11T09:00:11.000Z,76.97021,11652,1e222211,64727768
907543107717144576,en,86.01984,IN,bor,1wwwewewert,25.92411,25.92411,RT @RadioMiraya: Floods submerge four villages in Bor County. Women and children in desperate need of assistance #SouthSudan… ,2017-09-12T04:25:12.000Z,2007-04-09T05:48:58.000Z,86.01984,40673,1e222211,3889631
907543738783633408,en,71.5,IN,barmer,1wwwewewert,25.75,25.75,"RT @ashokgehlot51: One mnth aftr floods, ppl in Barmer hv not received any relief so far, ration shops hv run out of stocks….waters r… ",2017-09-12T04:27:43.000Z,2017-07-03T13:04:31.000Z,71.5,24,1e222211,881944257627529216
907545738858577920,en,80.03853,IN,bihar,1wwwewewert,27.07982,27.07982,RT @narendramodi: In Bihar today to review the situation arising due to the floods in the state.,2017-09-12T04:35:40.000Z,2017-08-13T09:11:33.000Z,80.03853,1,1e222211,896743532777492480
907545897738874880,en,86.01984,IN,bor,1wwwewewert,25.92411,25.92411,RT @RadioMiraya: Floods submerge four villages in Bor County. Women and children in desperate need of assistance #SouthSudan… ,2017-09-12T04:36:18.000Z,2011-07-12T06:18:22.000Z,86.01984,401,1e222211,333981926
907546988874489856,en,72.84962,IN,mumbai,1wwwewewert,18.95963,18.95963,"RT @anandmahindra: And here in Mumbai,a friend stuck in a car to the airport for 5 hrs told me that slumdwellers came out to serve str… ",2017-09-12T04:40:38.000Z,2017-04-26T05:49:25.000Z,72.84962,41,1e222211,857192386509897728
907547550558830592,en,75.06272,IN,manila,1wwwewewert,12.67467,12.67467,"#Maring floods #Malate - UN, Taft &amp; Adriatico - Pedicabs save the day #Manila #Philippines #floodPH https://t.co/D1i60wr8mQ",2017-09-12T04:42:52.000Z,2012-08-03T01:31:35.000Z,75.06272,137,1e222211,734352110
907548005699596289,en,75.98586,IN,god,1wwwewewert,28.10843,28.10843,"RT @tommychong: Earthquakes; floods,fires,sounds biblical and it is. Trust in God and She will be with you till the end of time. Make huma…",2017-09-12T04:44:40.000Z,2012-01-30T01:59:55.000Z,75.98586,55,1e222211,478400942
907549150874664960,en,75.88619,IN,kano,1wwwewewert,33.08704,33.08704,"RT @SolomonOdunayo1: Flooding exhumes dead bodies out of grave in Kano
https://t.co/xLUe9ZEE9A
#flooding #floods #Nigeria #kanozo0… ",2017-09-12T04:49:13.000Z,2014-02-11T12:37:24.000Z,75.88619,47,1e222211,2338763336
907550525276643328,en,79.44226,IN,china,1wwwewewert,29.40435,29.40435,"RT @AskAnshul: Fresh floods in 5 Assam districts, 72,000 people hit. China didnt share monsoon river data this year. Somehow it affecting…",2017-09-12T04:54:41.000Z,2011-06-05T23:24:13.000Z,79.44226,204,1e222211,311847704
907550830269792256,en,75.06272,IN,manila,1wwwewewert,12.67467,12.67467,"#Manila #Weather LOOK: Maring floods Metro Manila, nearby areas As of this posting, the Metropolitan Manila Deve… https://t.co/yA4sX3pFMT",2017-09-12T04:55:54.000Z,2016-02-05T21:59:03.000Z,75.06272,223,1e222211,695811411994349568
907550931004391424,en,76.97021,IN,india,1wwwewewert,22.20775,22.20775,"RT @THEnergyNet: #Minigrids deliver in #India #floods

#solar #renewables #EnergyAccess #RuralElectrification #EnergyStorage… ",2017-09-12T04:56:18.000Z,2011-08-21T15:51:21.000Z,76.97021,82,1e222211,359595952
907551048742531072,en,80.26483,IN,chennai,1wwwewewert,13.08891,13.08891,Viewpoint: Why poor planning leads to floods in Chennai and Houston - BBC News https://t.co/5SViWDboLZ,2017-09-12T04:56:46.000Z,2009-02-14T20:14:28.000Z,80.26483,1128,1e222211,20885975
907551162513154048,en,79.44226,IN,china,1wwwewewert,29.40435,29.40435,#China has managed to avert the desert &amp; set a target: to reduce by 50 per cent all of its desertified areas by… https://t.co/g6aBg9lTmz,2017-09-12T04:57:13.000Z,2010-09-17T02:50:09.000Z,79.44226,209,1e222211,191760377
907551481565396992,en,80.26483,IN,chennai,1wwwewewert,13.08891,13.08891,RT @Castoutgoback: Viewpoint: Why poor planning leads to floods in Chennai and Houston - BBC News https://t.co/5SViWDboLZ,2017-09-12T04:58:29.000Z,2012-03-07T18:01:50.000Z,80.26483,1544,1e222211,518028385
907551508610379776,en,93,IN,assam,1wwwewewert,26,26,"In the face of devastating floods, a duo from Assam is raising relief through crowdfunding https://t.co/cyyO7yYEYt https://t.co/yhzjav3Vh7",2017-09-12T04:58:35.000Z,2013-11-25T09:42:05.000Z,93,46,1e222211,2214219936
907551534346469376,en,74.87938,IN,langar,1wwwewewert,32.67009,32.67009,"RT @amarpreet1313: Bihar Floods: Langar for 1500 people
Today @Khalsa_Aid setting up Langar (community kitchen)for 1500 people in the… ",2017-09-12T04:58:41.000Z,2017-07-23T03:22:58.000Z,74.87938,552,1e222211,889045664751079424
907551975100760064,en,85.19953,IN,asia,1wwwewewert,25.38954,25.38954,"RT @Boutaina: While the world is focused on the devastating floods in #Houston, floods in #Asia have put 137 million lives at ris… ",2017-09-12T05:00:27.000Z,2015-03-21T19:59:02.000Z,85.19953,2398,1e222211,3102351716
907552044377972740,en,79.75,IN,ap,1wwwewewert,15.83333,15.83333,"WHATS HAPPENING: Deaths, floods, misery from Irma hit South (from @AP) https://t.co/JA3FE0SpTc",2017-09-12T05:00:43.000Z,2009-04-17T17:08:23.000Z,79.75,2113,1e222211,32633111
907552625867890688,en,71.5,IN,gujarat,1wwwewewert,22.85,22.85,"RT @SamraatD: At the time of floods in Gujarat  Rahul Gandhi visited on the ground affected areas, Modi was as usual roaming in air  #Samva…",2017-09-12T05:03:02.000Z,2016-05-24T08:15:29.000Z,71.5,46,1e222211,735104434389147648
907554365346643968,en,86.01984,IN,bor,1wwwewewert,25.92411,25.92411,RT @RadioMiraya: Floods submerge four villages in Bor County. Women and children in desperate need of assistance #SouthSudan… ,2017-09-12T05:09:56.000Z,2014-01-14T14:31:21.000Z,86.01984,1512,1e222211,2291628254
907555739329105920,en,85.19953,IN,asia,1wwwewewert,25.38954,25.38954,"RT @Boutaina: While the world is focused on the devastating floods in #Houston, floods in #Asia have put 137 million lives at ris… ",2017-09-12T05:15:24.000Z,2009-06-17T02:00:16.000Z,85.19953,2325,1e222211,47889092
907556582858285056,en,85.19953,IN,asia,1wwwewewert,25.38954,25.38954,"RT @Boutaina: While the world is focused on the devastating floods in #Houston, floods in #Asia have put 137 million lives at ris… ",2017-09-12T05:18:45.000Z,2010-04-28T22:19:48.000Z,85.19953,1119,1e222211,138287230
907556764291174400,en,79.96487,IN,pandai,1wwwewewert,22.10381,22.10381,"RT @JamwalNidhi: Who would believe this semi-dry, calm Pandai river on India-Nepal border brought unprecedented floods on Aug 12 nig… ",2017-09-12T05:19:28.000Z,2009-07-04T05:59:25.000Z,79.96487,811,1e222211,53650817
907556878200315905,en,71.5,IN,barmer,1wwwewewert,25.75,25.75,"RT @ashokgehlot51: One mnth aftr floods, ppl in Barmer hv not received any relief so far, ration shops hv run out of stocks….waters r… ",2017-09-12T05:19:56.000Z,2017-06-27T11:53:00.000Z,71.5,8,1e222211,879751932960690176
907556944189177860,en,76.97021,IN,india,1wwwewewert,22.20775,22.20775,"RT @soilditem: @Suhana41 @sanataninternet @ANI Thank you India for sending #RGinUS Amid north Korea, Irma Hurricane, Floods etc, w… ",2017-09-12T05:20:11.000Z,2011-08-23T02:56:41.000Z,76.97021,658,1e222211,360480624
907557294065451008,en,76.97021,IN,india,1wwwewewert,22.20775,22.20775,"Floods kill almost 1 000 in India, Nepal and Bangladesh  https://t.co/LxlUlYqXWk",2017-09-12T05:21:35.000Z,2010-11-23T07:23:00.000Z,76.97021,344,1e222211,218874779
907557417310855168,en,76.97021,IN,india,1wwwewewert,22.20775,22.20775,"RT @THEnergyNet: #Minigrids deliver in #India #floods

#solar #renewables #EnergyAccess #RuralElectrification #EnergyStorage… ",2017-09-12T05:22:04.000Z,2009-06-17T01:59:56.000Z,76.97021,896,1e222211,47889031
907557451829936128,en,77.59369,IN,bangalore,1wwwewewert,12.97194,12.97194,"Entire Bengaluru Roads are in messy state. Water logging, floods are common now a days in Bangalore https://t.co/yCddXLRBHc",2017-09-12T05:22:12.000Z,2015-04-23T00:48:24.000Z,77.59369,17,1e222211,3196963955
907557594926952448,en,75.06272,IN,manila,1wwwewewert,12.67467,12.67467,"RT @PhilippineStar: LOOK: Heavy downpour brought by tropical storm #MaringPH caused floods in España, Manila. https://t.co/pTjnjrXURe",2017-09-12T05:22:46.000Z,2010-03-31T20:57:36.000Z,75.06272,3321,1e222211,128421775
907557849491845120,en,77.59369,IN,bangalore,1wwwewewert,12.97194,12.97194,"RT @Dghosh171180: Entire Bengaluru Roads are in messy state. Water logging, floods are common now a days in Bangalore https://t.co/yCddXLRB…",2017-09-12T05:23:47.000Z,2009-09-26T17:21:42.000Z,77.59369,28,1e222211,77595384
907558096125521920,en,76.97021,IN,india,1wwwewewert,22.20775,22.20775,"RT @THEnergyNet: #Minigrids deliver in #India #floods

#solar #renewables #EnergyAccess #RuralElectrification #EnergyStorage… ",2017-09-12T05:24:46.000Z,2013-07-30T09:17:40.000Z,76.97021,1705,1e222211,1633117045
907559923185152000,en,93,IN,assam,1wwwewewert,26,26,"RT @anandmahindra: Floods in Houston or Assam, heart-warming to see that mans best friend is not abandoned.. https://t.co/T3E74GJjPz",2017-09-12T05:32:01.000Z,2010-09-16T10:26:08.000Z,93,70,1e222211,191492519
907560762234638337,en,75.06272,IN,manila,1wwwewewert,12.67467,12.67467,"RT @PhilippineStar: LOOK: Heavy downpour brought by tropical storm #MaringPH caused floods in España, Manila. https://t.co/pTjnjrXURe",2017-09-12T05:35:22.000Z,2013-01-05T08:15:44.000Z,75.06272,1763,1e222211,1063037720
907561143513874433,en,79.44226,IN,china,1wwwewewert,29.40435,29.40435,RT @chengem75: The Peoples Republic of China donated 364 000MT of rice to households affected by floods @ZiFMNews @ZiFMStereo https://t.co…,2017-09-12T05:36:52.000Z,2015-04-27T01:14:26.000Z,79.44226,86,1e222211,3211509237
907561700840267777,en,85.51333,IN,loma,1wwwewewert,25.74379,25.74379,"Waist-deep floods in La Loma, Quezon City | #CNNPHNewsNight live https://t.co/CaczwF9CtH",2017-09-12T05:39:05.000Z,2014-09-15T10:57:24.000Z,85.51333,284334,1e222211,2811559122
907561781689798656,en,75.06272,IN,manila,1wwwewewert,12.67467,12.67467,Manila floods as tropical depression slams Philippines https://t.co/TfyLI0xpmp #AJ,2017-09-12T05:39:25.000Z,2011-04-08T11:04:51.000Z,75.06272,2174,1e222211,279118291
907561973889474560,en,85.51333,IN,loma,1wwwewewert,25.74379,25.74379,"Waist-deep floods in La Loma, Quezon City https://t.co/4Gvhu67YfO",2017-09-12T05:40:10.000Z,2014-09-15T10:57:24.000Z,85.51333,284335,1e222211,2811559122
907562088314290177,en,85.51333,IN,loma,1wwwewewert,25.74379,25.74379,"RT @cnnphilippines: Waist-deep floods in La Loma, Quezon City https://t.co/4Gvhu67YfO",2017-09-12T05:40:38.000Z,2011-06-04T02:57:28.000Z,85.51333,931,1e222211,310744200
907562100981035008,en,76.97681,IN,chandigarh,1wwwewewert,28.09989,28.09989,"RT @sardesairajdeep: Job crisis, floods in Gujarat, woman stalked in Chandigarh, China border row: all forgotten by our netas! For one RS s…",2017-09-12T05:40:41.000Z,2017-08-19T02:49:22.000Z,76.97681,23,1e222211,898821679887007745
907562195814301696,en,75.66893,IN,char,1wwwewewert,32.54453,32.54453,"RT @UKinBangladesh: #UKaid supported resilience keeps families safe from effects of floods in Char Montola, Kurigram. Read @UNDP_BD blo… ",2017-09-12T05:41:03.000Z,2013-03-07T00:56:39.000Z,75.66893,410,1e222211,1248069103
907562199194804230,en,75.06272,IN,manila,1wwwewewert,12.67467,12.67467,#Manila floods as tropical depression slams Philippines  #News #news_today https://t.co/yhUlcLp94j,2017-09-12T05:41:04.000Z,2016-03-30T07:41:51.000Z,75.06272,1728,1e222211,715164639173210112
907562201971429381,en,76.97021,IN,india,1wwwewewert,22.20775,22.20775,"One of the worst floods of the century with around 800 lives taken.
Nepal, India and Bangladesh affected.
1.8 million kids out of school.",2017-09-12T05:41:05.000Z,2010-07-26T10:52:52.000Z,76.97021,1235,1e222211,171123194
907562224738324481,en,85.51333,IN,loma,1wwwewewert,25.74379,25.74379,"Waist-deep floods in La Loma, Quezon City | #CNNPHNewsNight live https://t.co/bYAQhw0y4t

— CNN Philippines (cnnphilippines) September 12,…",2017-09-12T05:41:10.000Z,2009-03-23T07:58:21.000Z,85.51333,1887,1e222211,25999868
907562231717658630,en,85.51333,IN,loma,1wwwewewert,25.74379,25.74379,"Waist-deep floods in La Loma, Quezon City https://t.co/eAFhNIdHA7

— CNN Philippines (cnnphilippines) September 12, 2017",2017-09-12T05:41:12.000Z,2009-03-23T07:58:21.000Z,85.51333,1887,1e222211,25999868
907562246623989760,en,85.51333,IN,loma,1wwwewewert,25.74379,25.74379,"RT @cnnphilippines: Waist-deep floods in La Loma, Quezon City https://t.co/4Gvhu67YfO",2017-09-12T05:41:15.000Z,2014-05-14T18:59:22.000Z,85.51333,433,1e222211,2495371843
907562286302334976,en,85.51333,IN,loma,1wwwewewert,25.74379,25.74379,"RT cnnphilippines Waist-deep floods in La Loma, Quezon City | #CNNPHNewsNight live https://t.co/4PPeCl9JQc",2017-09-12T05:41:25.000Z,2017-01-09T02:44:37.000Z,85.51333,13,1e222211,818370379404165120
907562302236495873,en,85.51333,IN,loma,1wwwewewert,25.74379,25.74379,"RT cnnphilippines Waist-deep floods in La Loma, Quezon City https://t.co/aELCScOSkQ",2017-09-12T05:41:29.000Z,2017-01-09T02:44:37.000Z,85.51333,13,1e222211,818370379404165120
907562385904361472,en,85.51333,IN,loma,1wwwewewert,25.74379,25.74379,"RT @cnnphilippines: Waist-deep floods in La Loma, Quezon City | #CNNPHNewsNight live https://t.co/CaczwF9CtH",2017-09-12T05:41:49.000Z,2017-08-21T23:04:08.000Z,85.51333,3,1e222211,899852159415705600
907562408570269696,en,85.51333,IN,loma,1wwwewewert,25.74379,25.74379,"RT @cnnphilippines: Waist-deep floods in La Loma, Quezon City | #CNNPHNewsNight live https://t.co/CaczwF9CtH",2017-09-12T05:41:54.000Z,2011-06-04T02:57:28.000Z,85.51333,931,1e222211,310744200
907563189113671681,en,75.06272,IN,manila,1wwwewewert,12.67467,12.67467,Manila floods as tropical depression slams Philippines – Al Jazeera America https://t.co/1kB17CMfEp https://t.co/U1FqKeBuwF,2017-09-12T05:45:00.000Z,2009-09-06T02:59:47.000Z,75.06272,1706,1e222211,71996980
907563269933682688,en,75.06272,IN,manila,1wwwewewert,12.67467,12.67467,Manila floods as tropical depression slams Philippines https://t.co/s1IokH1UDd,2017-09-12T05:45:19.000Z,2015-03-12T12:19:48.000Z,75.06272,1031,1e222211,3089458295
907563398233128960,tl,76.07357,IN,hala,1wwwewewert,32.81871,32.81871,@oohsisera Thanks. Im glad you got throught it safely. Hala scary nga kasi nasa news na may mga sasakyang tumirik bec of the floods,2017-09-12T05:45:50.000Z,2011-07-28T22:35:39.000Z,76.07357,355,1e222211,344489275
907563409805213696,en,76.97021,IN,india,1wwwewewert,22.20775,22.20775,"RT @THEnergyNet: #Minigrids deliver in #India #floods

#solar #renewables #EnergyAccess #RuralElectrification #EnergyStorage… ",2017-09-12T05:45:53.000Z,2009-03-15T20:59:44.000Z,76.97021,351,1e222211,24634591
907564212351893505,en,75.06272,IN,manila,1wwwewewert,12.67467,12.67467,"Manila floods as tropical depression slams Philippines
- At least 2 people have been killed
- 13 people missing… https://t.co/rr0x1EdbyD",2017-09-12T05:49:04.000Z,2007-04-17T02:53:08.000Z,75.06272,4375084,1e222211,4970411
907564270732398592,en,75.06272,IN,manila,1wwwewewert,12.67467,12.67467,"AJEnglish : Manila floods as tropical depression slams Philippines
- At least 2 people have been killed
- 13 peopl…… https://t.co/2rBgVPu3pc",2017-09-12T05:49:18.000Z,2015-09-03T13:26:45.000Z,75.06272,251,1e222211,3439794014
907564283462127616,en,75.06272,IN,manila,1wwwewewert,12.67467,12.67467,"#AlJazeera 👉Manila floods as tropical depression slams Philippines
- At least 2 people have been killed
- 13 peopl… https://t.co/qyk5epyB8U",2017-09-12T05:49:21.000Z,2013-02-09T05:27:13.000Z,75.06272,2491,1e222211,1162639716
907564362906312704,en,75.06272,IN,manila,1wwwewewert,12.67467,12.67467,"RT @AJEnglish: Manila floods as tropical depression slams Philippines
- At least 2 people have been killed
- 13 people missing… ",2017-09-12T05:49:40.000Z,2012-02-05T06:19:46.000Z,75.06272,15,1e222211,483791043
907564381734621184,en,75.06272,IN,manila,1wwwewewert,12.67467,12.67467,"RT @AJEnglish: Manila floods as tropical depression slams Philippines
- At least 2 people have been killed
- 13 people missing… ",2017-09-12T05:49:44.000Z,2013-12-21T07:21:28.000Z,75.06272,699,1e222211,2256435548
907564394485186563,tl,75.06272,IN,manila,1wwwewewert,12.67467,12.67467,Now Manila https://t.co/SkrDVSkaM3,2017-09-12T05:49:48.000Z,2009-07-15T03:36:18.000Z,75.06272,35237,1e222211,56969826
907564400449597441,en,75.06272,IN,manila,1wwwewewert,12.67467,12.67467,"RT @AJEnglish: Manila floods as tropical depression slams Philippines
- At least 2 people have been killed
- 13 people missing… ",2017-09-12T05:49:49.000Z,2013-04-26T13:00:22.000Z,75.06272,139,1e222211,1382594623
907564410956390400,en,75.06272,IN,manila,1wwwewewert,12.67467,12.67467,"RT @AJEnglish: Manila floods as tropical depression slams Philippines
- At least 2 people have been killed
- 13 people missing… ",2017-09-12T05:49:51.000Z,2016-02-09T13:20:59.000Z,75.06272,632,1e222211,4892732933
907564424906596353,en,75.06272,IN,manila,1wwwewewert,12.67467,12.67467,"RT @AJEnglish: Manila floods as tropical depression slams Philippines
- At least 2 people have been killed
- 13 people missing… ",2017-09-12T05:49:55.000Z,2013-06-27T06:05:09.000Z,75.06272,628,1e222211,1550394330
907564457592741888,en,75.06272,IN,manila,1wwwewewert,12.67467,12.67467,"RT @AJEnglish: Manila floods as tropical depression slams Philippines
- At least 2 people have been killed
- 13 people missing… ",2017-09-12T05:50:03.000Z,2009-05-07T00:34:17.000Z,75.06272,996,1e222211,38381850
907564472830742528,en,93,IN,assam,1wwwewewert,26,26,"In the face of devastating floods, a duo from Assam is raising relief through crowdfunding https://t.co/YPciLqAPNa… https://t.co/FevTM8PWMu",2017-09-12T05:50:06.000Z,2017-05-09T13:18:36.000Z,93,572,1e222211,862016468669480960
907564478513815552,en,75.06272,IN,manila,1wwwewewert,12.67467,12.67467,"RT @AJEnglish: Manila floods as tropical depression slams Philippines
- At least 2 people have been killed
- 13 people missing… ",2017-09-12T05:50:08.000Z,2014-07-20T04:08:04.000Z,75.06272,1202,1e222211,2662377643
907564494804721665,en,75.06272,IN,manila,1wwwewewert,12.67467,12.67467,"RT @AJEnglish: Manila floods as tropical depression slams Philippines
- At least 2 people have been killed
- 13 people missing… ",2017-09-12T05:50:11.000Z,2012-05-03T08:04:07.000Z,75.06272,277,1e222211,569976041
907564516254380033,en,75.06272,IN,manila,1wwwewewert,12.67467,12.67467,"RT @AJEnglish: Manila floods as tropical depression slams Philippines
- At least 2 people have been killed
- 13 people missing… ",2017-09-12T05:50:17.000Z,2015-12-26T19:13:01.000Z,75.06272,76,1e222211,4616116281
907564527579013121,en,75.06272,IN,manila,1wwwewewert,12.67467,12.67467,"AJEnglish : Manila floods as tropical depression slams Philippines
- At least 2 people have been killed
- 13 peopl…… https://t.co/M1CsT5KC8H",2017-09-12T05:50:19.000Z,2016-06-29T00:01:32.000Z,75.06272,62,1e222211,748026088744423424
907564567752052736,en,75.06272,IN,manila,1wwwewewert,12.67467,12.67467,"RT @AJEnglish: Manila floods as tropical depression slams Philippines
- At least 2 people have been killed
- 13 people missing… ",2017-09-12T05:50:29.000Z,2010-03-29T05:56:58.000Z,75.06272,3035,1e222211,127493575
907564588304125958,en,75.06272,IN,manila,1wwwewewert,12.67467,12.67467,"RT @AJEnglish: Manila floods as tropical depression slams Philippines
- At least 2 people have been killed
- 13 people missing… ",2017-09-12T05:50:34.000Z,2017-01-05T12:49:39.000Z,75.06272,453,1e222211,817073086071709696
907564636161007617,en,75.06272,IN,manila,1wwwewewert,12.67467,12.67467,"RT @AJEnglish: Manila floods as tropical depression slams Philippines
- At least 2 people have been killed
- 13 people missing… ",2017-09-12T05:50:45.000Z,2009-04-23T22:00:10.000Z,75.06272,849,1e222211,34833754
907564660156747776,en,75.06272,IN,manila,1wwwewewert,12.67467,12.67467,"RT @AJEnglish: Manila floods as tropical depression slams Philippines
- At least 2 people have been killed
- 13 people missing… ",2017-09-12T05:50:51.000Z,2010-10-06T07:20:12.000Z,75.06272,228,1e222211,199264847
907564696139554819,en,75.06272,IN,manila,1wwwewewert,12.67467,12.67467,"RT @AJEnglish: Manila floods as tropical depression slams Philippines
- At least 2 people have been killed
- 13 people missing… ",2017-09-12T05:50:59.000Z,2009-08-13T02:31:19.000Z,75.06272,2544,1e222211,65311608
907564701416136704,en,75.06272,IN,manila,1wwwewewert,12.67467,12.67467,"RT @AJEnglish: Manila floods as tropical depression slams Philippines
- At least 2 people have been killed
- 13 people missing… ",2017-09-12T05:51:01.000Z,2011-10-19T14:25:39.000Z,75.06272,3296,1e222211,394245906
907564729295552512,ja,75.06272,IN,manila,1wwwewewert,12.67467,12.67467,Manila floods as tropical depression slams Philippines At least two people have  だそうです、たいへんですね。 https://t.co/3LHi4qs8jn,2017-09-12T05:51:07.000Z,2013-09-03T02:53:38.000Z,75.06272,1081,1e222211,1724846977
907564804772188161,en,75.06272,IN,manila,1wwwewewert,12.67467,12.67467,Our hearts and prayers are with you Manila! https://t.co/m9eQKH4aVS,2017-09-12T05:51:25.000Z,2011-09-04T15:26:49.000Z,75.06272,619,1e222211,367954872
907564809373306881,en,75.06272,IN,manila,1wwwewewert,12.67467,12.67467,"RT @AJEnglish: Manila floods as tropical depression slams Philippines
- At least 2 people have been killed
- 13 people missing… ",2017-09-12T05:51:26.000Z,2017-05-17T09:56:05.000Z,75.06272,146,1e222211,864864607587971073
907564831728844800,en,75.06272,IN,manila,1wwwewewert,12.67467,12.67467,"RT @AJEnglish: Manila floods as tropical depression slams Philippines
- At least 2 people have been killed
- 13 people missing… ",2017-09-12T05:51:32.000Z,2016-07-16T01:24:59.000Z,75.06272,318,1e222211,754207685755625473
907564925383569408,en,75.06272,IN,manila,1wwwewewert,12.67467,12.67467,"RT @AJEnglish: Manila floods as tropical depression slams Philippines
- At least 2 people have been killed
- 13 people missing… ",2017-09-12T05:51:54.000Z,2011-08-01T21:37:17.000Z,75.06272,560,1e222211,346969957
907564983877292032,en,75.06272,IN,manila,1wwwewewert,12.67467,12.67467,"Manila floods as tropical depression slams Philippines
- At least 2 people have been killed
- 13 people missing… https://t.co/Qh9JJiGEaR",2017-09-12T05:52:08.000Z,2013-05-01T17:12:46.000Z,75.06272,137,1e222211,1395731954
907564990164557824,en,75.06272,IN,manila,1wwwewewert,12.67467,12.67467,"Manila floods as tropical depression slams Philippines
- At least 2 people have been killed
- 13 people missing… https://t.co/Z86HRByNQV",2017-09-12T05:52:10.000Z,2016-04-11T03:16:08.000Z,75.06272,2008,1e222211,719446423192866816
907565003087085568,en,77.30195,IN,north east,1wwwewewert,28.6869,28.6869,RT @ramkripalmp: PM shri @narendramodi ji sanctions Rs 100 cr for action plan to tackle recurrent floods in North East.… ,2017-09-12T05:52:13.000Z,2015-11-11T07:09:58.000Z,77.30195,135979,1e222211,4201291272
907565028534099968,en,75.06272,IN,manila,1wwwewewert,12.67467,12.67467,"Manila floods as tropical depression slams Philippines
- At least 2 people have been killed
- 13 people missing… https://t.co/gboPGCWjKa",2017-09-12T05:52:19.000Z,2009-06-26T14:45:06.000Z,75.06272,645,1e222211,51207072
907565093113577473,en,75.06272,IN,manila,1wwwewewert,12.67467,12.67467,"RT @AJEnglish: Manila floods as tropical depression slams Philippines
- At least 2 people have been killed
- 13 people missing… ",2017-09-12T05:52:34.000Z,2009-07-02T06:33:07.000Z,75.06272,629,1e222211,53043387
907565119906992128,en,75.06272,IN,manila,1wwwewewert,12.67467,12.67467,"AJEnglish: Manila floods as tropical depression slams Philippines
- At least 2 people have been killed
- 13 people… https://t.co/3Y803WQzcJ",2017-09-12T05:52:40.000Z,2009-01-31T13:43:59.000Z,75.06272,210745,1e222211,19827010
907565122427785216,en,71.5,IN,gujarat,1wwwewewert,22.85,22.85,RT @Muslim_Project: Indian Muslim Organisation Jamiat-Ulema-e-Hind cleans 22 temples and 2 mosques during Gujarat floods https://t.co/0GbDs…,2017-09-12T05:52:41.000Z,2017-09-09T05:03:20.000Z,71.5,1,1e222211,906465538452402178
907565148583448576,en,75.06272,IN,manila,1wwwewewert,12.67467,12.67467,"RT @AJEnglish: Manila floods as tropical depression slams Philippines
- At least 2 people have been killed
- 13 people missing… ",2017-09-12T05:52:47.000Z,2010-08-30T06:14:20.000Z,75.06272,3712,1e222211,184750227
907565178853748737,en,75.06272,IN,manila,1wwwewewert,12.67467,12.67467,"RT @AJEnglish: Manila floods as tropical depression slams Philippines
- At least 2 people have been killed
- 13 people missing… ",2017-09-12T05:52:55.000Z,2016-01-16T03:00:23.000Z,75.06272,664,1e222211,4767546775
907565227964862464,en,75.06272,IN,manila,1wwwewewert,12.67467,12.67467,"RT @AJEnglish: Manila floods as tropical depression slams Philippines
- At least 2 people have been killed
- 13 people missing… ",2017-09-12T05:53:06.000Z,2011-10-25T05:43:10.000Z,75.06272,1403,1e222211,397947931
907565249368387584,en,75.06272,IN,manila,1wwwewewert,12.67467,12.67467,"RT @AJEnglish: Manila floods as tropical depression slams Philippines
- At least 2 people have been killed
- 13 people missing… ",2017-09-12T05:53:11.000Z,2012-03-22T04:48:25.000Z,75.06272,138,1e222211,533093286
907565287012278272,en,75.06272,IN,manila,1wwwewewert,12.67467,12.67467,"Manila floods as tropical depression slams Philippines
- At least 2 people have been killed
- 13 people missing… https://t.co/HANKS5j8H9",2017-09-12T05:53:20.000Z,2010-01-27T15:19:45.000Z,75.06272,303,1e222211,109053346
907565489693405186,en,75.06272,IN,manila,1wwwewewert,12.67467,12.67467,"RT @AJEnglish: Manila floods as tropical depression slams Philippines
- At least 2 people have been killed
- 13 people missing… ",2017-09-12T05:54:09.000Z,2012-05-18T09:16:03.000Z,75.06272,428,1e222211,583949562
907565520609697797,en,75.06272,IN,manila,1wwwewewert,12.67467,12.67467,"RT @AJEnglish: Manila floods as tropical depression slams Philippines
- At least 2 people have been killed
- 13 people missing… ",2017-09-12T05:54:16.000Z,2016-09-03T01:02:48.000Z,75.06272,7,1e222211,771959108928929792
