_id,lang,tln,cc,loc,p,tlt,plt,t,cr/$date,acr/$date,pln,flrs,f,uid
908747303594479616,en,72.84962,IN,mumbai,1wwwewewert,18.95963,18.95963,RT @ecoright: @Me_Predictor Floods in Mumbai at the first rains. Kids dying of an apparent oxygen shortage in a govt run hospital. Where is…,2017-09-15T12:10:15.000Z,2009-05-03T05:44:46.000Z,72.84962,655,1e222211,37401445
908748704433106944,en,78.33333,IN,tn,1wwwewewert,11,11,Kongunaad? More like dengue-naad am I right...? I chuckle as I am escorted out of the rural TN clinic,2017-09-15T12:15:49.000Z,2011-06-16T03:54:52.000Z,78.33333,223,1e222211,318325228
908749851071934464,in,74.31324,IN,kuala,1wwwewewert,23.62035,23.62035,RT @malaysiakini: Flash floods in Kuala Muda https://t.co/ul2BLTYhQl https://t.co/0Rvze6SRJ5,2017-09-15T12:20:22.000Z,2012-06-02T02:42:45.000Z,74.31324,309,1e222211,597211696
908751951285727232,en,71.5,IN,gujarat,1wwwewewert,22.85,22.85,India – What floods exposed in Gujarat https://t.co/O6EJ90Gwtm,2017-09-15T12:28:43.000Z,2012-08-18T23:20:07.000Z,71.5,52,1e222211,766931010
908755098809065472,es,76.34493,IN,piura,1wwwewewert,32.41781,32.41781,"@IvetEchevarriaV @europapress @fzavalal @pcmperu @ppkamigo No vivo en Piura, pero duele que hayan muerto mas de 40… https://t.co/8FEUnAT6zP",2017-09-15T12:41:14.000Z,2016-06-06T10:03:10.000Z,76.34493,146,1e222211,739842576996544512
908755637722632194,en,83.40232,IN,nepal,1wwwewewert,26.49976,26.49976,50 rhino calves swept away in recent floods in Nepal - Business Standard : https://t.co/YIB1Uwzw0s,2017-09-15T12:43:22.000Z,2014-10-15T10:42:51.000Z,83.40232,2019,1e222211,2831954853
908755824675241984,en,77.05811,IN,grand,1wwwewewert,28.58814,28.58814,"@alyknits @LailaLalami We have Phoenix the 5tt largest city in America, Grand Canyon, Port of Entry, great weather,… https://t.co/w7pCWUTWoS",2017-09-15T12:44:07.000Z,2016-03-07T14:11:36.000Z,77.05811,12,1e222211,706927801945853952
908756681382875137,en,85.7941,IN,sudan,1wwwewewert,24.24794,24.24794,#BPWORLD Floods Wash Away Homes in South Sudans Bor https://t.co/Ms0rHL5eZD,2017-09-15T12:47:31.000Z,2015-01-24T09:18:18.000Z,85.7941,296,1e222211,2994773773
908757492879855616,in,77.59369,IN,bengaluru,1wwwewewert,12.97194,12.97194,@BhupenRathod001 @thara_gopalan Ye Dengue ka machar Sabarmati main kya kar Raha hai ye to  Bengaluru main that na 😂😂,2017-09-15T12:50:44.000Z,2017-05-18T22:13:38.000Z,77.59369,192,1e222211,865412603601747969
908758698037620736,in,77.59369,IN,bengaluru,1wwwewewert,12.97194,12.97194,RT @abhi__voice: @BhupenRathod001 @thara_gopalan Ye Dengue ka machar Sabarmati main kya kar Raha hai ye to  Bengaluru main that na 😂😂,2017-09-15T12:55:32.000Z,2016-09-30T10:53:48.000Z,77.59369,3129,1e222211,781892308773941248
908758958285897728,en,81.57507,IN,delhi,1wwwewewert,24.6444,24.6444,Delhi govt asks legislators to spread awareness on dengue https://t.co/DVSYOB8b7b,2017-09-15T12:56:34.000Z,2016-05-09T07:25:04.000Z,81.57507,219,1e222211,729655926433689600
908761656808808449,en,80.25556,IN,egmore,1wwwewewert,13.07167,13.07167,RT @SPVelumaniOffl: #Dengue Awareness Camp for Police Officials at Egmore. https://t.co/A9tBZ3dQkt,2017-09-15T13:07:17.000Z,2012-12-22T12:22:56.000Z,80.25556,2076,1e222211,1028968292
908762000783749125,en,81.57507,IN,delhi,1wwwewewert,24.6444,24.6444,Delhi govt asks legislators to spread awareness on dengue https://t.co/ubQwzgsFn9,2017-09-15T13:08:39.000Z,2015-12-20T03:18:17.000Z,81.57507,231,1e222211,4610945965
908765413713969152,en,79.44226,IN,china,1wwwewewert,29.40435,29.40435,Free Mp3 Jilin City China Floods Wash Explosive Chemicals Into River (7.26 MB) Download https://t.co/gMCsdQGXiS,2017-09-15T13:22:13.000Z,2017-07-20T09:09:16.000Z,79.44226,366,1e222211,888045649803042816
908766357369393153,en,76.97021,IN,india,1wwwewewert,22.20775,22.20775,"Floods kill over 1,200 in India, Nepal and Bangladesh @AJENews  https://t.co/5g4rvmwPaU",2017-09-15T13:25:58.000Z,2015-12-21T16:50:14.000Z,76.97021,381,1e222211,4561259595
908766804381757440,en,84.64909,IN,an,1wwwewewert,23.6988,23.6988,RT @VetrepreneurOne: https://t.co/jAc0NyqdpF⛈#AmphiBuoyant🌪#Survivability #Habitats💧in An #Era Of ☔#Floods &amp; #ClimaxicVortexes🌀… ,2017-09-15T13:27:44.000Z,2009-09-01T13:14:49.000Z,84.64909,832,1e222211,70752796
908767536501727232,en,85.7941,IN,sudan,1wwwewewert,24.24794,24.24794,Floods Wash Away Homes in South Sudans Bor - An overflowing Nile River and heavy rains flooded the South Sudan... https://t.co/HASL5UbMnH,2017-09-15T13:30:39.000Z,2014-01-27T09:47:56.000Z,85.7941,11045,1e222211,2313819924
908769126059057153,en,80.03853,IN,bihar,1wwwewewert,27.07982,27.07982,RT @vidyarthee: Happy to be back in my village in Bihar for few days &amp; find resilient people getting back to their normal lives aft… ,2017-09-15T13:36:58.000Z,2016-03-15T07:09:06.000Z,80.03853,1109,1e222211,709720576470822912
908769187593629696,in,77.59369,IN,bengaluru,1wwwewewert,12.97194,12.97194,RT @abhi__voice: @BhupenRathod001 @thara_gopalan Ye Dengue ka machar Sabarmati main kya kar Raha hai ye to  Bengaluru main that na 😂😂,2017-09-15T13:37:13.000Z,2017-03-01T14:54:03.000Z,77.59369,2448,1e222211,837035727871434753
908769613453836289,en,73.49527,IN,narmada,1wwwewewert,21.87377,21.87377,"RT @GoNews24x7: Ahead of PM Modis inauguration of the Narmada dam, the structures gates have been closed, leaving almost 200 vill… ",2017-09-15T13:38:54.000Z,2011-07-24T04:35:01.000Z,73.49527,402,1e222211,341418602
908771184614850560,en,88.37873,IN,jadavpur,1wwwewewert,22.48794,22.48794,"INDIA :: Jadavpur man dies of suspected dengue

A person died of suspected dengue at a private hospital on EM... https://t.co/eOhAVR8x9Q",2017-09-15T13:45:09.000Z,2009-02-12T15:22:58.000Z,88.37873,1706,1e222211,20716703
908772128010506240,es,85.00347,IN,anda,1wwwewewert,25.56732,25.56732,@eldestapeweb @CFKArgentina NCastro te tomó Dengue? Anda con el análisis ahora es psicopatía! Por favor dejen de in… https://t.co/Hd6eaVfFzP,2017-09-15T13:48:54.000Z,2013-04-14T21:05:01.000Z,85.00347,32,1e222211,1353263034
908772456692899840,en,76.67807,IN,bengal,1wwwewewert,11.28909,11.28909,Bdesh leader Hasina wanted 2relocate #Rohingya refugees 2an Island in BayofBengal that floods&amp;is inhabitable.Disgusting! #EndRohingyaCrisis,2017-09-15T13:50:12.000Z,2012-02-11T15:57:27.000Z,76.67807,13183,1e222211,489762508
908772866623201281,en,76.67807,IN,bengal,1wwwewewert,11.28909,11.28909,RT @WomenForKhilafa: Bdesh leader Hasina wanted 2relocate #Rohingya refugees 2an Island in BayofBengal that floods&amp;is inhabitable.Disgusti…,2017-09-15T13:51:50.000Z,2014-07-31T06:40:16.000Z,76.67807,99,1e222211,2695594045
908773405570293762,en,76.67807,IN,bengal,1wwwewewert,11.28909,11.28909,RT @WomenForKhilafa: Bdesh leader Hasina wanted 2relocate #Rohingya refugees 2an Island in BayofBengal that floods&amp;is inhabitable.Disgusti…,2017-09-15T13:53:58.000Z,2014-09-18T03:55:51.000Z,76.67807,453,1e222211,2816693870
908774140173275137,en,76.67807,IN,bengal,1wwwewewert,11.28909,11.28909,RT @WomenForKhilafa: Bdesh leader Hasina wanted 2relocate #Rohingya refugees 2an Island in BayofBengal that floods&amp;is inhabitable.Disgusti…,2017-09-15T13:56:53.000Z,2017-01-15T01:15:53.000Z,76.67807,83,1e222211,820522373665456129
908774352308654080,en,76.67807,IN,bengal,1wwwewewert,11.28909,11.28909,RT @WomenForKhilafa: Bdesh leader Hasina wanted 2relocate #Rohingya refugees 2an Island in BayofBengal that floods&amp;is inhabitable.Disgusti…,2017-09-15T13:57:44.000Z,2015-06-30T00:53:05.000Z,76.67807,276,1e222211,3260888017
908774609469747200,en,76.67807,IN,bengal,1wwwewewert,11.28909,11.28909,RT @WomenForKhilafa: Bdesh leader Hasina wanted 2relocate #Rohingya refugees 2an Island in BayofBengal that floods&amp;is inhabitable.Disgusti…,2017-09-15T13:58:45.000Z,2017-03-10T14:26:30.000Z,76.67807,35,1e222211,840290283531190272
908775267623194626,en,76.67807,IN,bengal,1wwwewewert,11.28909,11.28909,RT @WomenForKhilafa: Bdesh leader Hasina wanted 2relocate #Rohingya refugees 2an Island in BayofBengal that floods&amp;is inhabitable.Disgusti…,2017-09-15T14:01:22.000Z,2012-03-15T18:48:33.000Z,76.67807,5943,1e222211,525877840
908775612315291648,en,76.67807,IN,bengal,1wwwewewert,11.28909,11.28909,RT @WomenForKhilafa: Bdesh leader Hasina wanted 2relocate #Rohingya refugees 2an Island in BayofBengal that floods&amp;is inhabitable.Disgusti…,2017-09-15T14:02:44.000Z,2017-03-03T12:26:28.000Z,76.67807,61,1e222211,837723363263057920
908776534424637441,en,76.67807,IN,bengal,1wwwewewert,11.28909,11.28909,RT @WomenForKhilafa: Bdesh leader Hasina wanted 2relocate #Rohingya refugees 2an Island in BayofBengal that floods&amp;is inhabitable.Disgusti…,2017-09-15T14:06:24.000Z,2015-02-24T02:04:14.000Z,76.67807,464,1e222211,3058298157
908777723174072320,en,76.67807,IN,bengal,1wwwewewert,11.28909,11.28909,RT @WomenForKhilafa: Bdesh leader Hasina wanted 2relocate #Rohingya refugees 2an Island in BayofBengal that floods&amp;is inhabitable.Disgusti…,2017-09-15T14:11:08.000Z,2014-07-30T08:46:27.000Z,76.67807,223,1e222211,2693013240
908778105543774208,en,85.7941,IN,sudan,1wwwewewert,24.24794,24.24794,RT @VOAShaka: Floods Wash Away Homes in South Sudans Bor - An overflowing Nile River and heavy rains flooded the South Sudan... https://t.…,2017-09-15T14:12:39.000Z,2016-07-03T12:40:04.000Z,85.7941,57,1e222211,749666533211766784
908778783913779200,en,83.40232,IN,nepal,1wwwewewert,26.49976,26.49976,50 rhino calves swept away in recent floods in Nepal #nepalnews #nepal https://t.co/MKCwru0o2G,2017-09-15T14:15:21.000Z,2016-11-03T04:34:46.000Z,83.40232,5816,1e222211,794118109753999360
908779254887981057,en,76.18147,IN,sharia,1wwwewewert,32.76524,32.76524,@AMike4761 How are the floods going to help this freak make Sharia law legal??,2017-09-15T14:17:13.000Z,2016-09-26T11:03:31.000Z,76.18147,1541,1e222211,780445202788024320
908780048362205185,en,76.67807,IN,bengal,1wwwewewert,11.28909,11.28909,RT @WomenForKhilafa: Bdesh leader Hasina wanted 2relocate #Rohingya refugees 2an Island in BayofBengal that floods&amp;is inhabitable.Disgusti…,2017-09-15T14:20:22.000Z,2017-09-15T13:36:38.000Z,76.67807,1,1e222211,908769043884183552
908780633400410115,en,76.67807,IN,bengal,1wwwewewert,11.28909,11.28909,RT @WomenForKhilafa: Bdesh leader Hasina wanted 2relocate #Rohingya refugees 2an Island in BayofBengal that floods&amp;is inhabitable.Disgusti…,2017-09-15T14:22:41.000Z,2017-09-15T13:44:49.000Z,76.67807,2,1e222211,908771101731381249
908781117918076928,it,81.42003,IN,emilia,1wwwewewert,27.22704,27.22704,"RT @skyeltonblues: @mattiafeltri @LaStampa In Emilia disinfestazioni pubbliche e private a tutto spiano, perché la zanza tigre trasmet… ",2017-09-15T14:24:37.000Z,2015-02-23T07:41:49.000Z,81.42003,53,1e222211,3055812928
908782213994393600,en,77.59369,IN,bangalore,1wwwewewert,12.97194,12.97194,"@narendramodi @PMOIndia Shame on Swach Bharath! Bangalore is so much filled with garbage, there are mosquitoes everywhere. Wife got dengue!",2017-09-15T14:28:58.000Z,2015-12-12T10:43:37.000Z,77.59369,19,1e222211,4539304393
908785363388391425,en,76.97021,IN,india,1wwwewewert,22.20775,22.20775,"Floods claim more than 800 lives across India, Nepal and Bangladesh https://t.co/CLADjGNMrL",2017-09-15T14:41:29.000Z,2012-08-29T09:18:51.000Z,76.97021,2341,1e222211,789501139
908785370191425536,en,76.97021,IN,india,1wwwewewert,22.20775,22.20775,"RT @RF_Jenkins: Floods claim more than 800 lives across India, Nepal and Bangladesh https://t.co/CLADjGNMrL",2017-09-15T14:41:31.000Z,2017-04-11T04:50:12.000Z,76.97021,1625,1e222211,851741665777799168
908786042202984448,en,76.67807,IN,bengal,1wwwewewert,11.28909,11.28909,RT @WomenForKhilafa: Bdesh leader Hasina wanted 2relocate #Rohingya refugees 2an Island in BayofBengal that floods&amp;is inhabitable.Disgusti…,2017-09-15T14:44:11.000Z,2014-03-16T05:21:05.000Z,76.67807,37,1e222211,2414931969
908787086278324224,tl,81.57507,IN,delhi,1wwwewewert,24.6444,24.6444,"RT @ajaymaken: Delhi in grip of dengue, chikungunya&amp;malaria
AAP neglected existing 1300 clinics
#AAPMohallaClinicScam

https://t.co/A2Tfc…",2017-09-15T14:48:20.000Z,2016-09-17T23:59:12.000Z,81.57507,1265,1e222211,777378919880265728
908788463171813376,en,76.18147,IN,sharia,1wwwewewert,32.76524,32.76524,RT @JaneHil54391132: @AMike4761 How are the floods going to help this freak make Sharia law legal??,2017-09-15T14:53:48.000Z,2017-07-13T19:41:39.000Z,76.18147,473,1e222211,885668079702880257
908788797437079552,en,80.03853,IN,bihar,1wwwewewert,27.07982,27.07982,RT @joydeepgupta: #Green #mini #grids support #disaster #relief in #BiharFloods https://t.co/S6KfBg7dPI @ICD_climate @GEAG_India @GurgaonSo…,2017-09-15T14:55:08.000Z,2011-02-18T07:02:24.000Z,80.03853,4482,1e222211,254003946
908789798860554241,tl,81.57507,IN,delhi,1wwwewewert,24.6444,24.6444,"RT @ajaymaken: Delhi in grip of dengue, chikungunya&amp;malaria
AAP neglected existing 1300 clinics
#AAPMohallaClinicScam

https://t.co/A2Tfc…",2017-09-15T14:59:07.000Z,2014-10-05T01:41:51.000Z,81.57507,233,1e222211,2840971345
908789869513773056,en,76.67807,IN,bengal,1wwwewewert,11.28909,11.28909,RT @WomenForKhilafa: Bdesh leader Hasina wanted 2relocate #Rohingya refugees 2an Island in BayofBengal that floods&amp;is inhabitable.Disgusti…,2017-09-15T14:59:24.000Z,2017-04-19T07:41:55.000Z,76.67807,10,1e222211,854683983099174912
908790214658736128,en,76.67807,IN,bengal,1wwwewewert,11.28909,11.28909,RT @WomenForKhilafa: Bdesh leader Hasina wanted 2relocate #Rohingya refugees 2an Island in BayofBengal that floods&amp;is inhabitable.Disgusti…,2017-09-15T15:00:46.000Z,2012-12-23T09:04:05.000Z,76.67807,4797,1e222211,1030694323
908792355116986368,en,68.88916,PK,"Sindh, Pakistan",0120615153b21abb,26.116358,26.116358,Right when PPP is criticizing PTI for dengue in KPK https://t.co/NxLMEBIbRv,2017-09-15T15:09:16.000Z,2008-10-31T08:11:35.000Z,68.88916,394,0120615153b21abb,17084938
908792705983090690,tl,81.57507,IN,delhi,1wwwewewert,24.6444,24.6444,"RT @ajaymaken: Delhi in grip of dengue, chikungunya&amp;malaria
AAP neglected existing 1300 clinics
#AAPMohallaClinicScam

https://t.co/A2Tfc…",2017-09-15T15:10:40.000Z,2015-04-05T11:48:32.000Z,81.57507,1453,1e222211,3140519880
908793103816867840,en,76.34493,IN,piura,1wwwewewert,32.41781,32.41781,RT @sonianarang: Reporter @deepafern went to Peru to find out how the town of Piura dealt with extreme flooding. Check out her story… ,2017-09-15T15:12:15.000Z,2012-10-27T11:28:11.000Z,76.34493,2340,1e222211,908496738
908793194137219078,en,76.67807,IN,bengal,1wwwewewert,11.28909,11.28909,RT @WomenForKhilafa: Bdesh leader Hasina wanted 2relocate #Rohingya refugees 2an Island in BayofBengal that floods&amp;is inhabitable.Disgusti…,2017-09-15T15:12:36.000Z,2015-04-03T13:41:32.000Z,76.67807,2103,1e222211,3131626023
908795675416174592,en,76.67807,IN,bengal,1wwwewewert,11.28909,11.28909,RT @WomenForKhilafa: Bdesh leader Hasina wanted 2relocate #Rohingya refugees 2an Island in BayofBengal that floods&amp;is inhabitable.Disgusti…,2017-09-15T15:22:28.000Z,2017-05-11T03:35:15.000Z,76.67807,5,1e222211,862594439331631104
908796208117727232,en,76.18147,IN,sharia,1wwwewewert,32.76524,32.76524,RT @JaneHil54391132: @AMike4761 How are the floods going to help this freak make Sharia law legal??,2017-09-15T15:24:35.000Z,2013-03-27T20:12:00.000Z,76.18147,331,1e222211,1309112144
908798840324673537,en,78.49966,IN,hyderabad,1wwwewewert,17.3894,17.3894,#TeluguNews Heavy Rain Causes Floods In Hyderabad City | Teenmaar News  https://t.co/GALTaO8Vu7,2017-09-15T15:35:02.000Z,2017-03-09T14:03:25.000Z,78.49966,214,1e222211,839922089100513280
908798842333728774,en,78.49966,IN,hyderabad,1wwwewewert,17.3894,17.3894,#TeluguNews Special Update | Overnight Heavy Rains Cause Floods In Hyderabad  https://t.co/ZgMNtyBZVh,2017-09-15T15:35:03.000Z,2017-03-09T14:03:25.000Z,78.49966,214,1e222211,839922089100513280
908801275101433862,en,74.87938,IN,langar,1wwwewewert,32.67009,32.67009,"RT @amarpreet1313: Bihar Floods: Langar for 1500 people
Today @Khalsa_Aid setting up Langar (community kitchen)for 1500 people in the… ",2017-09-15T15:44:43.000Z,2010-04-29T02:34:37.000Z,74.87938,23,1e222211,138338749
908803682887639040,en,76.97021,IN,india,1wwwewewert,22.20775,22.20775,"South Asia floods 2017: More than 1,000 dead in India, Bangladesh and Nepal https://t.co/E4hQBvsrX7",2017-09-15T15:54:17.000Z,2013-05-17T05:28:59.000Z,76.97021,488,1e222211,1435349150
908804959726194688,en,73.49527,IN,narmada,1wwwewewert,21.87377,21.87377,"Water floods Narmada valley; People start vacating their houses https://t.co/E7O8vAkg3i https://t.co/uNUZW1CZz5

The moment they had been…",2017-09-15T15:59:21.000Z,2015-04-06T09:02:31.000Z,73.49527,352,1e222211,3140555841
908805202769088512,en,79.44226,IN,china,1wwwewewert,29.40435,29.40435,Dozens killed in China floods as rivers overflow https://t.co/IFPTcZ94J9,2017-09-15T16:00:19.000Z,2013-05-17T05:28:59.000Z,79.44226,488,1e222211,1435349150
908805823467540481,en,73.49527,IN,narmada,1wwwewewert,21.87377,21.87377,"Water floods Narmada valley; People start vacating their houses https://t.co/J2bBUlgfqz https://t.co/GTXUi7pMDf

The moment they had been…",2017-09-15T16:02:47.000Z,2017-07-07T23:10:13.000Z,73.49527,58,1e222211,883546236200001536
908807908267364353,en,76.67807,IN,bengal,1wwwewewert,11.28909,11.28909,RT @WomenForKhilafa: Bdesh leader Hasina wanted 2relocate #Rohingya refugees 2an Island in BayofBengal that floods&amp;is inhabitable.Disgusti…,2017-09-15T16:11:04.000Z,2014-04-14T05:14:18.000Z,76.67807,317,1e222211,2443709155
908808194285223936,en,76.97021,IN,india,1wwwewewert,22.20775,22.20775,"RT @DocBastard: India has a ministry of AYUSH (the H stands for homeopathy), and they promote bullshit.

Homeopathy can NOT protect… ",2017-09-15T16:12:13.000Z,2009-06-27T15:21:46.000Z,76.97021,51432,1e222211,51552352
908810901406601216,en,73.49527,IN,narmada,1wwwewewert,21.87377,21.87377,Water floods Narmada valley; People start vacating their houses https://t.co/pNN3jQ6kGr,2017-09-15T16:22:58.000Z,2017-09-11T05:18:03.000Z,73.49527,40,1e222211,907194017846198272
908812069633351681,en,76.97021,IN,india,1wwwewewert,22.20775,22.20775,"RT @DocBastard: India has a ministry of AYUSH (the H stands for homeopathy), and they promote bullshit.

Homeopathy can NOT protect… ",2017-09-15T16:27:36.000Z,2008-11-27T22:56:00.000Z,76.97021,703,1e222211,17698872
908816642326581248,en,76.97021,IN,india,1wwwewewert,22.20775,22.20775,"RT @THEnergyNet: #Minigrids deliver in #India #floods

#solar #renewables #EnergyAccess #RuralElectrification #EnergyStorage… ",2017-09-15T16:45:47.000Z,2009-03-07T15:31:45.000Z,76.97021,321,1e222211,23234110
908816679907594240,en,73.49527,IN,narmada,1wwwewewert,21.87377,21.87377,Water floods Narmada valley; People start vacating their houses https://t.co/cYAZfT44pm,2017-09-15T16:45:56.000Z,2010-08-14T20:28:36.000Z,73.49527,4470,1e222211,178544713
908816965686280193,en,75.98586,IN,god,1wwwewewert,28.10843,28.10843,Are hurricanes and floods punishment from God? https://t.co/BHrZhRXByx,2017-09-15T16:47:04.000Z,2014-09-11T18:04:26.000Z,75.98586,95,1e222211,2804567203
908818713658511362,en,88.41667,IN,southern,1wwwewewert,27.33333,27.33333,"For white pride, how about some pics of white Southern men saving blacks from the floods in Texas! Whos the racist? https://t.co/xwmRg8PmmQ",2017-09-15T16:54:01.000Z,2012-08-27T07:00:39.000Z,88.41667,94,1e222211,784562209
908820814790905856,en,73.49527,IN,narmada,1wwwewewert,21.87377,21.87377,"Water floods Narmada valley; People start vacating their houses 

https://t.co/cYAZfT44pm",2017-09-15T17:02:21.000Z,2010-08-14T20:28:36.000Z,73.49527,4472,1e222211,178544713
908826649839505413,en,76.67807,IN,bengal,1wwwewewert,11.28909,11.28909,RT @WomenForKhilafa: Bdesh leader Hasina wanted 2relocate #Rohingya refugees 2an Island in BayofBengal that floods&amp;is inhabitable.Disgusti…,2017-09-15T17:25:33.000Z,2009-04-26T06:55:22.000Z,76.67807,13529,1e222211,35454721
908827824156549120,en,83.40232,IN,nepal,1wwwewewert,26.49976,26.49976,This school reopened in 9 days after deadly #floods in #Nepal. How? The power of #YouthAction: https://t.co/gIPop9QvYg #ActonClimate,2017-09-15T17:30:13.000Z,2009-02-11T09:55:52.000Z,83.40232,1163123,1e222211,20596281
908827891818913792,en,85.32355,IN,hero,1wwwewewert,24.7307,24.7307,Hero saves 50 people including babies and the sick from Hurricane Harvey floods in a boat after rescuers failed to https://t.co/yUWPsXnE7r,2017-09-15T17:30:29.000Z,2009-04-16T20:47:52.000Z,85.32355,112903,1e222211,32258396
908828836510539781,en,83.40232,IN,nepal,1wwwewewert,26.49976,26.49976,RT @UNDP: This school reopened in 9 days after deadly #floods in #Nepal. How? The power of #YouthAction: https://t.co/gIPop9QvYg #ActonClim…,2017-09-15T17:34:14.000Z,2009-01-05T02:52:08.000Z,83.40232,763,1e222211,18627392
908829366024593409,en,83.40232,IN,nepal,1wwwewewert,26.49976,26.49976,RT @UNDP: This school reopened in 9 days after deadly #floods in #Nepal. How? The power of #YouthAction: https://t.co/gIPop9QvYg #ActonClim…,2017-09-15T17:36:20.000Z,2009-06-17T15:35:33.000Z,83.40232,1552,1e222211,48115692
908829771785744389,en,83.40232,IN,nepal,1wwwewewert,26.49976,26.49976,RT @UNDP: This school reopened in 9 days after deadly #floods in #Nepal. How? The power of #YouthAction: https://t.co/gIPop9QvYg #ActonClim…,2017-09-15T17:37:57.000Z,2013-04-07T15:48:02.000Z,83.40232,586,1e222211,1335115328
908830064258813952,en,72.5713,IN,chicago,1wwwewewert,23.02262,23.02262,"Every time it gets warm in Chicago, human garbage floods the streets.",2017-09-15T17:39:07.000Z,2017-05-13T01:49:54.000Z,72.5713,17,1e222211,863292701332185088
908831183940804609,en,79.44226,IN,china,1wwwewewert,29.40435,29.40435,Chinas sponge cities face implementation challenges. But the scale of ambition makes the UK approach to #SUDS look… https://t.co/nBK9AmSiCb,2017-09-15T17:43:34.000Z,2013-11-29T09:28:41.000Z,79.44226,925,1e222211,2221576374
908832071430307840,en,83.40232,IN,nepal,1wwwewewert,26.49976,26.49976,RT @UNDP: This school reopened in 9 days after deadly #floods in #Nepal. How? The power of #YouthAction: https://t.co/gIPop9QvYg #ActonClim…,2017-09-15T17:47:05.000Z,2011-03-04T20:17:04.000Z,83.40232,576,1e222211,261002906
908832227244544001,en,83.40232,IN,nepal,1wwwewewert,26.49976,26.49976,RT @UNDP: This school reopened in 9 days after deadly #floods in #Nepal. How? The power of #YouthAction: https://t.co/gIPop9QvYg #ActonClim…,2017-09-15T17:47:42.000Z,2009-03-23T11:10:21.000Z,83.40232,213,1e222211,26035895
908832655675985921,en,83.40232,IN,nepal,1wwwewewert,26.49976,26.49976,UNDP: This school reopened in 9 days after deadly #floods in #Nepal. How? The power of #YouthAction: https://t.co/aHUwPYt2Oy #ActonClimate,2017-09-15T17:49:25.000Z,2016-05-28T16:38:01.000Z,83.40232,2692,1e222211,736680450580721664
908835231741997057,en,83.40232,IN,nepal,1wwwewewert,26.49976,26.49976,RT @UNDP: This school reopened in 9 days after deadly #floods in #Nepal. How? The power of #YouthAction: https://t.co/gIPop9QvYg #ActonClim…,2017-09-15T17:59:39.000Z,2008-08-06T10:31:50.000Z,83.40232,295,1e222211,15751551
908837483336650752,en,83.40232,IN,nepal,1wwwewewert,26.49976,26.49976,RT @UNDP: This school reopened in 9 days after deadly #floods in #Nepal. How? The power of #YouthAction: https://t.co/gIPop9QvYg #ActonClim…,2017-09-15T18:08:36.000Z,2011-12-08T15:21:29.000Z,83.40232,864,1e222211,431919801
908838060627968000,en,73.83333,IN,rajasthan,1wwwewewert,26.58333,26.58333,RT @Gurmeetramrahim: My prayers &amp; thoughts are with the people of Gujarat &amp; Rajasthan who are affected by floods.@DeraSachaSauda is ready t…,2017-09-15T18:10:53.000Z,2017-05-05T07:52:02.000Z,73.83333,66,1e222211,860484736220835842
908839409688170496,en,88.37368,IN,kolkata,1wwwewewert,22.54733,22.54733,Platelet crisis hits Kolkata in peak dengue season - Times of India https://t.co/cKBRt022Aj #Kolkata,2017-09-15T18:16:15.000Z,2014-08-25T11:33:53.000Z,88.37368,8821,1e222211,2767073305
908839471663271937,en,83.40232,IN,nepal,1wwwewewert,26.49976,26.49976,RT @UNDP: This school reopened in 9 days after deadly #floods in #Nepal. How? The power of #YouthAction: https://t.co/gIPop9QvYg #ActonClim…,2017-09-15T18:16:30.000Z,2016-08-06T23:04:00.000Z,83.40232,90,1e222211,762144740435525632
908839709677379584,en,83.40232,IN,nepal,1wwwewewert,26.49976,26.49976,RT @UNDP: This school reopened in 9 days after deadly #floods in #Nepal. How? The power of #YouthAction: https://t.co/gIPop9QvYg #ActonClim…,2017-09-15T18:17:26.000Z,2012-01-25T00:36:56.000Z,83.40232,427,1e222211,473654942
908842461874794496,en,83.40232,IN,nepal,1wwwewewert,26.49976,26.49976,RT @XylemInc: Text messages saved lives during Nepals flash floods: https://t.co/T3OaJsxPQx,2017-09-15T18:28:23.000Z,2009-06-17T15:46:12.000Z,83.40232,341,1e222211,48119305
908843890001588224,in,88.37368,IN,kolkata,1wwwewewert,22.54733,22.54733,Platelet crisis hits Kolkata in peak dengue season https://t.co/EQgR1jYjLr,2017-09-15T18:34:03.000Z,2015-05-16T02:19:44.000Z,88.37368,50,1e222211,3197089142
908845551092875264,en,83.40232,IN,nepal,1wwwewewert,26.49976,26.49976,RT @UNDP: This school reopened in 9 days after deadly #floods in #Nepal. How? The power of #YouthAction: https://t.co/gIPop9QvYg #ActonClim…,2017-09-15T18:40:39.000Z,2016-11-27T06:23:49.000Z,83.40232,166,1e222211,802842865072279552
908846791411593217,en,80.03853,IN,bihar,1wwwewewert,27.07982,27.07982,Floods: 19 engineers suspended in Bihar.. https://t.co/18PZatqKFZ,2017-09-15T18:45:35.000Z,2016-07-13T10:38:05.000Z,80.03853,912,1e222211,753259712028696576
908850589580144640,en,88.37368,IN,kolkata,1wwwewewert,22.54733,22.54733,ETHealthworld | Platelet crisis hits Kolkata in peak dengue season https://t.co/MW2scxRe31,2017-09-15T19:00:40.000Z,2014-10-30T02:21:54.000Z,88.37368,10007,1e222211,2883051512
